0,1,2,3,4,5,/home/LAB/lishuo/jerry/DDKC/qwen2_1.5b_correct,/home/LAB/lishuo/jerry/DDKC/qwen2_1.5b_choiceA_probs,/home/LAB/lishuo/jerry/DDKC/qwen2_1.5b_choiceB_probs,/home/LAB/lishuo/jerry/DDKC/qwen2_1.5b_choiceC_probs,/home/LAB/lishuo/jerry/DDKC/qwen2_1.5b_choiceD_probs
To say that a rose petal is red is to say that it,absorbs red,reflects red,emits red,transmits red,B,True,0.06878408,0.8578333,0.03198757,0.041394986
"Compared with a sound of 60 decibels, a sound of 80 decibels has an intensity",10 times greater,100 times greater,1000 times greater,more than 1000 times greater,B,False,0.04421061,0.18396509,0.31293514,0.45888907
"When red and blue light are overlapped, the color produced is",magenta,yellow,cyan,white,A,True,0.42782286,0.12548006,0.15494718,0.29174984
"When 100 J are put into a device that puts out 40 J of useful work, the efficiency of the device is",40%,50%,60%,140%,A,False,0.12073204,0.4907414,0.29075468,0.09777179
Shock waves are produced by waves of sound,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,True,0.05528662,0.072672896,0.069074616,0.8029659
A rock suspended by a weighing scale weighs 5 N out of water and 3 N when submerged in water. What is the buoyant force on the rock?,3 N,5 N,8 N,None of these,D,False,0.23679598,0.23312478,0.4564362,0.07364308
The work done on a 100-kg crate that is hoisted 2 m in a time of 4 s is,200 J,500 J,800 J,2000 J,D,False,0.09551034,0.24011298,0.34126934,0.32310733
A capacitor loses half its remaining charge every second. If after five seconds its charge is q what was its initial charge?,4q.,8q.,16q.,32q.,D,False,0.104399726,0.2782989,0.32791626,0.28938508
The mass of an atom comes mostly from its _ ; and its volume from its _.,nucleons; nucleons.,electrons; electrons.,electrons; nucleons.,nucleons; electrons.,D,True,0.47669467,0.0063132932,0.025165398,0.4918266
The definition of magnetic inclination is the angle between,magnetic north and geographic north,magnetic north and geographic south,the earth’s magnetic field at any point and the vertical,the earth’s magnetic field at any point and the horizontal,D,False,0.107499704,0.03253042,0.6928194,0.16715047
The pitch of a sound is mostly related to its,intensity,frequency,amplitude,speed,B,True,0.0099234255,0.9583477,0.025639059,0.0060898103
"As more lamps are connected to a series circuit, the current in the power source",increases,decreases,remains the same,None of these,B,False,0.4699872,0.19363728,0.31800926,0.018366309
"When an element ejects an alpha particle, the mass number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,B,True,0.19890939,0.31049317,0.2805072,0.21009019
An electron can be speeded up by,an electric field,a magnetic field,Both of these,Neither of these,A,False,0.37118834,0.034661025,0.5794168,0.014733843
"A certain element emits 1 alpha particle, and its products then emit 2 beta particles in succession. The atomic number of the resulting element is changed by",zero,minus 1,minus 2,plus 1,A,False,0.13991757,0.33695847,0.27075374,0.25237024
"When an object is set vibrating by a wave that has a matching frequency, what occurs is",forced vibration,resonance,refraction,amplitude reduction,B,True,0.27800602,0.71548116,0.0030404872,0.0034723454
The red glow in the neon tube of an advertising sign is a result of,fluorescence,incandescence,de-excitation,polarization,C,False,0.41815102,0.33337906,0.24012394,0.008345982
"At very high speeds, an object appears to an observer at rest to be",shorter in the direction of travel.,shrunken in all directions.,shorter in the direction perpendicular to travel.,longer in all directions.,A,False,0.17599165,0.24243876,0.37257436,0.20899527
"When a wave moves from shallow water to deep water, the","frequency decreases, the wavelength increases, and the speed increases","frequency does not change, the wavelength increases, and the speed increases","frequency does not change, the wavelength decreases, and the speed decreases","frequency does not change, the wavelength increases, and the speed decreases",B,False,0.09652237,0.3448854,0.15851806,0.4000741
When you drop a ball from rest it accelerates downward at 9.8 m/s^2. If you instead throw it downward assuming no air resistance its acceleration immediately after leaving your hand is,9.8 m/s2,more than 9.8 m/s2,less than 9.8 m/s2,Cannot say unless the speed of throw is given.,A,False,0.23393534,0.20888075,0.43534487,0.12183906
Carbon-14 is primarily produced by cosmic radiation in the,atmosphere,food we eat,Earth’s interior,fallout of nuclear bomb tests,A,False,0.1671054,0.014431395,0.17788278,0.6405805
Chain reactions in a fission reactor are caused by,kinetic energy,energy conversion,mass conversion,ejected neutrons,D,True,0.008952728,0.017256834,0.020492999,0.9532975
Satellites in circular Earth orbit maintain a constant speed because gravitational force on them is,zero,practically zero,appreciably weaker than at Earth’s surface,without a component of force along their circular path,D,False,0.1341426,0.24290088,0.3703796,0.25257695
The complementary color of blue is,magenta,yellow,cyan,white,B,True,0.24868387,0.37624666,0.34257647,0.032493047
"The difference between dc and ac in electric circuits is that in dc, charges flow",steadily in one direction,in one direction,to and fro,All of these,B,False,0.44606608,0.04132885,0.028404877,0.48420015
To receive an electric shock there must be a,current in one direction.,presence of moisture.,high voltage and low body resistance.,voltage difference across part or all of your body.,D,True,0.016142864,0.00409753,0.041545555,0.938214
A karate chop delivers a force of 3000 N to a board that breaks. The force that the board exerts on the hand during this event is,less than 3000 N,3000 N,greater than 3000 N,Need more information,B,True,0.3219577,0.36768726,0.25172228,0.058632858
Find the speed of a wave by multiplying its frequency by its,period,wavelength,amplitude,None of these,B,False,0.72880477,0.24411902,0.013141575,0.0139345955
The magnitude of the gravitational force on a satellite is constant if the orbit is,parabolic,circular,elliptical,All of these,B,True,0.057685014,0.6758255,0.047081135,0.21940841
The impulse–momentum relationship is a direct result of Newton’s,first law,second law,third law,law of gravity,B,True,0.13153946,0.6732518,0.1913888,0.0038199772
A common nuclear fission reactor,heats water,generates electricity directly,gets energy from nothing,is a major polluter of the atmosphere,A,True,0.6497774,0.15554613,0.09733828,0.09733828
The process of boiling water tends to,warm the water,cool the water,Both,Neither,B,True,0.18532434,0.43767756,0.3656933,0.011304857
"When you scale up an object to 3 times its linear size, the surface area increases by",3 and the volume by 9.,3 and the volume by 27.,9 and the volume by 27.,4 and the volume by 8.,C,False,0.07461461,0.50593024,0.38489145,0.034563735
"If you change the magnetic field in a closed loop of wire, what is created in the loop is a(n)",current,voltage,electric field,All of these,D,False,0.57242596,0.031300478,0.057122372,0.33915117
Clocks on a fast-moving spaceship whizzing past Earth appear to run slow when viewed from,inside the spaceship.,Earth.,Both of these.,Neither of these.,B,False,0.31695226,0.295432,0.31203836,0.07557741
The model of light most supported by the photoelectric effect is the,wave model,particle model,Both of these,Neither of these,B,True,0.3974182,0.56484514,0.034455776,0.003280888
"Compared with a fundamental tone, the frequency of its second harmonic is",half as much,twice as much,the same,four times as much,B,True,0.18909346,0.5344851,0.15433358,0.12208791
A string is plucked producing four loops (antinodes). The length of the string is 12.00 m. The wavelength of the wave must be,48.0 m,24.0 m,6.00 m,3.00 m,C,True,0.155567,0.30339795,0.3688381,0.17219697
"During the time an aircraft produces a sonic boom, the aircraft is",breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,All of these,C,False,0.3288291,0.027632032,0.05042758,0.5931112
The principal source of Earth’s internal energy is,tidal friction,gravitational pressure,radioactivity,geothermal heat,C,True,0.05713694,0.25607002,0.4424493,0.24434371
"When you brush your hair and scrape electrons from your hair, the charge of your hair becomes",positive,negative,Both of these,Neither of these,A,False,0.21971369,0.51284903,0.25288892,0.014548408
Astrophysicists are able to identify the elements in the outer layers of a star by studying its,Doppler effect.,molecular structure.,temperature.,spectrum.,D,True,0.03920456,0.0073376005,0.0036182143,0.9498396
Relativistic equations for time dilation length contraction and relativistic momentum and energy hold true,at speeds near that of light.,at everyday low speeds.,at all speeds.,only approximately.,C,False,0.68641996,0.055688344,0.20132634,0.056565307
"In his special theory of relativity, Einstein stated that the laws of physics are",different in different situations.,common sense applied to microscopic and macroscopic things.,the same in all frames of reference.,the same in all uniformly moving frames of reference.,D,False,0.009053795,0.018076092,0.65743124,0.31543896
"When an element ejects a beta particle, the atomic number of that element",reduces by 1,increases by 1,reduces by 2,increases by 2,B,False,0.6681798,0.30117226,0.01634006,0.014307835
The amount of heat transferred to a system can be measured in,calories,joules,Either,Neither,C,True,0.04860239,0.19910432,0.7397623,0.01253098
"Compared with the sound you hear from the siren of a stationary fire engine, its sound when it approaches you has an increased",speed,frequency,Both of these,Neither of these,B,False,0.12814194,0.3196418,0.5311336,0.021082664
Light reflecting from a smooth surface undergoes a change in,frequency.,wavelength.,All of these.,None of these.,D,False,0.09829888,0.09091159,0.7822945,0.028495077
What Einstein discovered about space and time is that they,are separate entities.,are parts of one whole.,follow an inverse-square law.,are special to space travelers.,B,True,0.050698075,0.8709965,0.07730533,0.0010001067
All parts of a laser beam have the same,frequency,phase,speed,All of these,D,True,0.028734984,0.007703764,0.008264933,0.95529634
The rotational inertia of an object is greater when most of the mass is located,near the rotational axis,away from the axis,on the rotational axis,off center,B,False,0.6458198,0.18074423,0.1665094,0.006926567
"When small pieces of material are assembled into a larger piece, the combined surface area",greatly increases,slightly increases,decreases,is unchanged,C,False,0.49740136,0.09058352,0.36390662,0.04810854
A rainbow is the result of light in raindrops that undergoes,internal reflection,dispersion,refraction,All of these,D,True,0.026946528,0.31693545,0.1575085,0.49860948
"In the atomic nucleus, electrical forces tend to",hold particles together,push particles apart,produce orbital motion,charge particles,B,False,0.81805944,0.17970382,0.0017894978,0.0004471846
The fact that the acceleration of free fall is the same for all masses is explained by Newton’s,first law,second law,third law,law of action–reaction,B,True,0.21409485,0.7770321,0.0057952823,0.003077851
"Compared with radiation from the Sun, terrestrial radiation has a lower",wavelength,frequency,Both,Neither,B,True,0.24090557,0.47167024,0.26252404,0.024900151
"When we speak of time dilation, we mean that time",compresses with speed.,stretches with speed.,is a constant at all speeds.,is related to space.,B,True,0.27136886,0.68757194,0.036297914,0.0047612498
The magnetic field lines about a current-carrying wire form,circles,radial lines,eddy currents,energy loops,A,False,0.43732154,0.46552634,0.0156213315,0.081530824
An inflated balloon with a heavy rock tied to it is dropped into a deep lake. As the balloon sinks deeper and deeper the buoyant force acting on it,increases.,decreases.,remains largely unchanged.,Need more information.,B,True,0.18656677,0.4270556,0.34047842,0.045899097
"A radioactive sample has a half-life of 1 hour. If we start with 1.000 gram of it at noon, how much remains at 3:00 pm?",0.50 g,0.25 g,0.125 g,0.0625 g,C,True,0.091582015,0.19693229,0.4040788,0.30740696
Boiling and freezing occur when water is subjected to,decreased temperatures,decreased atmospheric pressure,increased temperatures,increased atmospheric pressure,B,True,0.07360733,0.4302514,0.40735382,0.08878739
"When you bend the branch of a tree by hanging on its end, the top side of the branch is under",tension.,compression.,Both.,Neither.,A,True,0.3901502,0.3901502,0.2072072,0.012492463
A simple and correct way to comprehend satellites orbiting Earth is to view them as,balanced between gravitational and centripetal forces.,beyond the main pull of Earth gravity.,in mechanical equilibrium with a net force of zero.,having sufficient tangential velocities to fall around rather than into Earth.,D,False,0.20499475,0.061791487,0.6669212,0.06629259
