0,1,2,3,4,5,/home/LAB/lishuo/jerry/DDKC/qwen2_1.5b_correct,/home/LAB/lishuo/jerry/DDKC/qwen2_1.5b_choiceA_probs,/home/LAB/lishuo/jerry/DDKC/qwen2_1.5b_choiceB_probs,/home/LAB/lishuo/jerry/DDKC/qwen2_1.5b_choiceC_probs,/home/LAB/lishuo/jerry/DDKC/qwen2_1.5b_choiceD_probs
"Of the following objectives, which is most appropriate for a technology education program that has a goal of enabling students to develop creative technical solutions to present and future societal problems?","Design and construct a threedimensional model of a low-income, multifamily dwelling unit",Describe several construction careers that are related to home building,Categorize the components of a technical system,Identify the major tools and equipment used in highway construction,A,True,0.96929,0.006280825,0.019650964,0.0047782
Who was the first US president to resign from that office?,Martin Van Buren,Andrew Jackson,Andrew Johnson,Richard Nixon,D,False,0.4023527,0.12562065,0.22220027,0.24982646
How much kale would be needed to provide enough calories for a person for an entire year?,2*10^3 kg/yr,2*10^4 kg/yr,2*10^5 kg/yr,2*10^6 kg/yr,A,False,0.08173865,0.21284372,0.45947725,0.24594046
How long has the average United States citizen spent as president?,1 seconds,10 seconds,1 minute,10 minutes,B,False,0.13406245,0.15132043,0.49616054,0.21845652
What is the proletariat?,the homeless,the royalty,the upper class,the working class,D,True,0.0005401317,0.0006314779,0.0010390996,0.99778926
According to the proverb necessity is the mother of what?,Invention,Luck,Problems,Procrastination,A,False,0.20762901,0.09000051,0.5219793,0.18039122
What rank entitles a general in the US Army to wear three stars?,brigadier general,corporal general,lieutenant general,major general,C,True,0.11695334,0.050301008,0.42612976,0.40661585
What is another way of writing-'six feet'?,6',6,6'',6#,A,True,0.46342695,0.10462342,0.36947617,0.062473502
"In construction, the plates are horizontal structures at the top and bottom of a wall. Which of the following are the vertical structures?",Rafters,Studs,Headers,Joists,B,False,0.15617508,0.12998043,0.13358362,0.5802608
What part of the world was once known as Cathay?,China,India,Iran,Indonesia,A,True,0.88206476,0.074995026,0.020422567,0.022517588
What is a shaddock?,a fish the offspring of a male shad and a female haddock,"a crystal such as quartz, that sticks out from a mineral vein",a plant that is a member of the nightshade family,a grapefruit,D,False,0.6022264,0.21140136,0.13229159,0.05408069
How many innings are there in a regular Major League Baseball game?,seven,eight,nine,ten,C,True,0.10943784,0.14107096,0.72203636,0.027454888
"Which of the following statements is correct about a trophic structure in which a leaf-eating grasshopper is eaten by a frog, which in turn is eaten by a snake?",The frog is a herbivore.,The snake is a secondary consumer.,The grasshopper is a primary consumer.,The snakes outnumber the grasshoppers in the community.,C,False,0.042689633,0.73628134,0.14784192,0.07318705
"People who believe their political views are important, that government will respect these views, and that their views can influence political affairs are said to have a strong sense of",political partisanship,political alienation,political allegiance,political efficacy,D,True,0.054216124,0.012192132,0.06539713,0.8681946
What was the average life expectancy of white males born in the U.S. just before the Civil War?,40 years,50 years,60 years,70 years,A,False,0.13975748,0.33526078,0.41399178,0.11098997
"What does the Yiddish word""'meshuga' mean?",crazy,sacred,stingy,sweet,A,True,0.9680389,0.015047468,0.013435878,0.0034776824
What is the last letter of the Greek alphabet?,omicron,omega,upsilon,zeta,B,True,0.053980123,0.8988498,0.023953535,0.023216562
An elementary school student is able to follow fast and slow songs by playing appropriate rhythm patterns on the drum. Which of the following attributes of music does the student understand?,Dynamics,Pitch,Tempo,Harmony,C,True,0.054004777,0.032122005,0.9098605,0.0040126955
When FDR carried states in the presidential election of 1932 how many states did he not carry?,six,seven,eight,ten,A,False,0.16499576,0.33722946,0.33722946,0.16054529
Which of these is a member of the cucumber family?,green pepper,watermelon,potato,green bean,B,False,0.16826858,0.23915787,0.39430466,0.19826883
"I became what I am today at the age of twelve, on a frigid overcast day in the winter of 1975. I remember the precise moment, crouching behind a crumbling mud wall, peeking into the alley near the frozen creek. That was a long time ago, but it's wrong what they say about the past, I've learned, about how you can bury it. Because the past claws its way out. Looking back now, I realize I have been peeking into that deserted alley for the last twenty-six years. The excerpt is an example of which of the following types of writing?",Informative,Persuasive,Descriptive,Narrative,D,True,0.0048468756,0.003532225,0.012232734,0.9793881
Which of the following defenses may NOT be used to legally avoid payment on a negotiable instrument?,Breach of contract,Diminished economic resources,Fraud in the inducement,Mental incapacity,B,False,0.40012968,0.2782465,0.0954111,0.22621281
"Simple accompaniments, light texture and smooth melodies are qualities of",galant style,partitas,Sturm und Drang,serenade,A,False,0.08136599,0.053990122,0.01679082,0.84785306
Which of the following is true about a monopoly?,It competes with many firms selling the same product in the market.,It has to lower its price on all units to sell more output.,Its marginal revenue increases as output sold increases.,It sets a price below average variable cost to drive its competitors out of the market.,B,False,0.02031142,0.08353334,0.112846345,0.78330886
Which of these names has never belonged to a Pope?,Leo,Lando,Linus,Lawrence,D,True,0.009771325,0.22196038,0.20368232,0.564586
Which of the following best helps explain why some localities have normally large tidal ranges (up to 60 feet) and others have one- to two-foot tidal ranges?,The position of the Sun is different at different localities.,The Coriolis effect and rotation of Earth tend to enhance tidal flow in the higher latitudes.,Ocean floor topography and the shape of the coastline serve to amplify tidal flow at specific localities.,Trade winds push the water into large tidal bulges near rocky shorelines.,C,True,0.002327161,0.032251198,0.96110773,0.0043138745
"Which of these is typically not ""used as a spice?",Dill,Thyme,Hemlock,Marjoram,C,True,0.0017622866,0.0021215756,0.9861028,0.010013327
Who is the patron saint of animals?,St Isidore of Seville,St Anthony of Padua,St Francis of Assisi,St Joan of Arc,C,True,0.09042653,0.019252919,0.88864154,0.0016790187
The dissolved salts in Earth's oceans are principally derived from,marine biological activity,atmospheric deposition,the weathering of continental rocks,the eruptions of undersea hot-spot volcanoes,C,True,0.15618707,0.13359387,0.55157244,0.15864666
What is the baseball term for a batter who substitutes for another batter?,Switchhitter,Shadow hitter,Clip hitter,Pinch hitter,D,True,0.007262657,0.031919416,0.013305992,0.9475119
In 1960 Nazi official Adolph Eichmann was finally captured in what country?,Brazil,East Germany,Argentina,Paraguay,C,True,0.038048103,0.031297516,0.8459106,0.08474379
What is the square root of 81 squared?,9,27,81,729,C,False,0.12575203,0.3596363,0.12575203,0.38885957
Which of the following has provided evidence that the Sun's atmosphere contains sodium atoms?,Absorption lines in the solar spectrum are consistent with the presence of sodium.,Stars with the same spectral class as the Sun are made mostly of sodium.,Solar samples returned to Earth by the Voyager spacecraft contained sodium.,The Sun gives off energy produced by the nuclear fusion of sodium in its core,A,True,0.8691094,0.0077579566,0.1122349,0.01089782
What letters are on the '3' button of a touch-tone telephone?,ABC,DEF,GHI,WXY,B,True,0.2601575,0.34465268,0.19257891,0.20261085
"To best encourage student engagement in the classroom, a teacher should select texts based on which of the following?",The instructional objectives,The culture of the local community,The instructional reading level of the class,Topics that are interesting for the students,D,True,0.24544539,0.013008129,0.03960105,0.7019454
When born a Dalmatian puppy is always?,Black,black with white spots,white,white with black spots,C,False,0.050264526,0.5176663,0.30911264,0.122956514
Which of these countries is not in Europe?,Italy,Spain,Greece,Israel,D,True,0.0016410031,0.0019335743,0.0035737948,0.99285156
What famous radio personality was also the voice of Shaggy on the cartoon 'Scooby-Doo'?,Rush Limbaugh,Casey Kasem,Larry King,Howard Stern,B,True,0.002463586,0.9861471,0.003771223,0.0076180794
Many scientists think that some of the dinosaurs did not go extinct but rather evolved into what kind of creature?,amphibians,reptiles,birds,mammals,C,True,0.016828388,0.16408934,0.67483854,0.14424376
What are fans of the TV show 'Mystery Science Theater 3000' known as?,Mysterians,MiSTies,Bot Brigade,Gizmonics,B,True,0.12627393,0.8043352,0.051620673,0.01777008
What automobile company makes the Sonata?,Toyota,Honda,Subaru,Hyundai,D,True,0.0075241807,0.0015436311,0.0016019905,0.98933023
Force equals mass times what?,Velocity,Distance,Acceleration,Weight,C,False,0.44549146,0.024170082,0.3664513,0.16388716
To create a tapestry one must traditionally engage in what activity?,Weaving,Sculpting,Baking,Singing,A,True,0.9921129,0.0049290652,0.0009897337,0.0019683205
What element do organic compounds contain?,Carbon,Oxygen,Hydrogen,Nitrogen,A,True,0.94388306,0.012306881,0.040510647,0.0032994384
What is the technical term for someone who studies fish?,entomologist,ichthyologist,marinologist,herpetologist,B,True,0.0005489275,0.9924843,0.0032591328,0.0037075356
A person uses a remote control to change the volume level on a television. The signal that travels from the remote to the television is most likely encoded in a,visible light pulse,radio wave signal,series of infrared pulses,series of intense infrared beams,C,True,0.0048854444,0.033713583,0.94751084,0.013890181
When it comes to measuring horses how long is a 'hand'?,four inches,seven inches,ten inches,two feet,A,False,0.28874835,0.41039413,0.23566954,0.06518792
What is the (approximate) value of lemon juice on the pH scale?,14,2,7,0,B,True,0.026418809,0.6734121,0.194449,0.10572009
Which of the following best describes the situation after the price is raised on a product that has an inelastic demand?,The quantity demanded will not change.,The quantity demanded will increase.,Total revenue will decrease.,Total revenue will not change.,A,True,0.45608327,0.09015962,0.27233976,0.18141739
Which of the following statements reflects the Confucian worldview that figured prominently in classical Chinese culture?,Having faith in God will be rewarded in the afterlife.,Life's ultimate goal is to escape the suffering inherent in the endless cycle of death and reincarnation.,A life of quiet contemplation and isolation from worldly temptations will result in self-perfection.,Observing rules of proper behavior toward others will ensure social and political harmony.,D,True,0.00022663815,0.0011565972,0.0011210125,0.9974957
Which of these Democrats lost to Ronald Reagan in the 1984 presidential elections?,Michael Dukakis,Walter Mondale,Gary Hart,Jimmy Carter,B,True,0.20579764,0.54432666,0.1195727,0.13030294
Real gross domestic product (GDP) is defined as the ratio of nominal GDP to the,money supply,unemployment rate,government's budget deficit,GDP deflator,D,True,0.04082304,0.0058811163,0.0021341634,0.9511617
Which of these is another name for a golf course?,Pitch,Links,Steps,Suite,B,True,0.014345483,0.97856903,0.0039218366,0.003163618
"When Corporation X pays out $300,000 in salaries, which of the following is the impact on assets and liabilities?","Salary expense is increased by $300,000; cash is increased by $300,000","Salary expense is increased by $300,000; cash is decreased by $300,000","Salary expense is decreased by $300,000; cash is increased by $300,000","Salary expense is decreased by $300,000; cash is decreased by $300,000",B,True,0.37829745,0.43202925,0.107540585,0.08213277
Who was not one of the Cartwright sons on the TV series 'Bonanza'?,Adam,Little Joe,Hoss,Ben,D,True,0.21663105,0.34348145,0.05968813,0.3801993
How long is a single term in the US Senate?,two years,four years,six years,eight years,C,False,0.13885435,0.46608272,0.3032858,0.09177713
On what body part should you wear a babushka?,head,hands,foot,legs,A,True,0.87211853,0.05774759,0.045682102,0.024451867
A kindergarten teacher has students determine the following. • How many students are absent that day • If there are enough snack cups for each student to have one during snack time • How many balls are taken outside during recess and how many are brought back inside after recess. Which of the following concepts is most closely aligned with the determinations the teacher is having the students make?,Classifying,Counting,Patterning,Ordering,B,True,0.09285442,0.85721534,0.03593868,0.013991566
"Grammar may be taught in two main ways— by experience with discourse that entails the varieties of word forms and sentence construction, or by analyzing dummy sentences and diagramming parts. Plentiful discursive experience is what really teaches grammar, for it exercises judgment and provides language intake, whereas formal grammar study has been proved irrelevant. Politics more than pedagogy retards the changing of the curriculum to fit this truth. The author of the passage above argues that",using language in a wide variety of situations improves grammar,good judgment can be improved by studying the rules of formal grammar,analyzing and diagramming provide exercise in logical thinking,formal study of grammar improves writing ability,A,True,0.9550565,0.0319232,0.006903876,0.006116495
Who was the mother of the Greek god Zeus?,Gaia,Phoebe,Rhea,Hera,C,False,0.09383076,0.028394066,0.40126324,0.4765119
Which of these evangelists is a cousin of rocker Jerry Lee Lewis?,Billy Graham,Oral Roberts,Jerry Falwell,Jimmy Swaggart,D,True,0.13064715,0.09785019,0.22573803,0.54576457
Which of the following prescribes standards for wages and overtime pay that affect most private and public employment?,The Employee Retirement Income Security Act,The American Recovery and Reinvestment Act,The Fair Labor Standards Act,The Federal Employees' Compensation Act,C,True,0.00034602554,0.00065664103,0.99780124,0.0011960107
What organelle is primarily responsible for photosynthesis?,Nucleus,Chloroplast,Mitochondria,Golgi Apparatus,B,True,0.00078761997,0.99609095,0.0027276706,0.00039372643
In what city is TV's 'The Mary Tyler Moore Show' set?,Dallas,Chicago,New York,Minneapolis,D,True,0.0058900826,0.015948484,0.4642659,0.5138955
What Greek poet wrote 'The Iliad' and 'The Odyssey'?,Sophocles,Plato,Homer,Socrates,C,True,0.0004210287,0.00050785753,0.99867564,0.00039551983
What is Delta Burke's character's job on the sitcom 'Designing Women'?,fashion designer,graphic designer,interior designer,website designer,C,True,0.07342437,0.012366681,0.9121342,0.0020747685
Which of the following activities will best help a teacher collect data that will inform instruction to meet the individual needs of students?,Concentric circles,K-W-L chart,Book pass,Reciprocal teaching,B,True,0.02127025,0.9331439,0.01869775,0.026888117
On average what length of time passes between high tides?,3 hours 25 minutes,6 hours 25 minutes,12 hours 25 minutes,24 hours 25 minutes,C,False,0.19099823,0.5032133,0.24910864,0.056679938
An increase in the real interest rate in the United States relative to its trading partners will most likely result in which of the following?,An increase in United States imports,An increase in United States exports,A decrease in the demand for the United States dollar,A decrease in the United States trade deficit,A,False,0.29820055,0.33136982,0.28565863,0.08477102
The legal basis for the escalation of United States involvement in the Vietnam War was the,declaration of war by Congress,passage of the Gulf of Tonkin Resolution by Congress,United Nations resolution condemning the North Vietnamese invasion of South Vietnam,mutual defense provisions of the North Atlantic Treaty Organization (NATO),B,True,0.007512313,0.9858424,0.0034393875,0.0032058617
What professional sports team plays its home games in the Alamodome?,New York Jets,Detroit Tigers,Boston Bruins,San Antonio Spurs,D,True,0.003554487,0.0016021327,0.0015528402,0.99329054
What is the name of Howard Stern's female on-air sidekick?,Allison Norris,Jackie Reeses,Jackie Martling,Robin Quivers,D,True,0.11661664,0.11616199,0.07212662,0.69509476
In what decade did Israel become an independent state?,1920s,1940s,1950s,1960s,B,True,0.042006355,0.7712227,0.13935709,0.047413863
In cooking the term 'au gratin' is sometimes used to describe a dish with what topping?,cheese,fruit,gravy,whipped cream,A,True,0.8195208,0.009247421,0.1551911,0.016040647
Which of the following is the most effective way to evaluate the development of a student's drafting skills throughout the school year?,Baseline assessment,Portfolio assessment,Short-answer unit assessment,Teacher-created assessment,B,True,0.08163078,0.9019419,0.01058288,0.005844421
In the sci-fi movie 'Fantastic Voyage' where do the voyagers travel?,through outer space,through a human body,to the ocean floor,to the center of the earth,B,True,0.007931823,0.9458963,0.010345048,0.035826772
What would be the most likely thing one would do with the compound MgSO4 7H2O?,power a car,blow up a building,soak ones feet,fertilize a lawn,C,False,0.016950767,0.076563895,0.3624234,0.54406196
Who originally proposed the idea of daylight-saving time?,Benjamin Franklin,Henry David Thoreau,Galileo,Albert Einstein,A,True,0.7732808,0.19859494,0.013047688,0.015076575
If you ask for 'gai' at a Thai restaurant what will you get?,shrimp,chicken,beef,pork,B,False,0.46525759,0.3039338,0.12328098,0.10752759
On a set of jumper cables what color designates the negative connector?,black,red,orange,blue,A,True,0.4550267,0.3031131,0.06015464,0.18170552
Which of these is a commonly-known investment account?,CNN,EMC,IRA,IRS,C,True,0.00043225667,0.002566426,0.9957058,0.0012955309
If you are 'riding fakie' inside a 'half pipe' what are you probably doing?,skiing,biking,snowboarding,surfing,C,True,0.051051483,0.033090323,0.81433016,0.101528004
Which of these people was not alive in the 20th century?,Mark Twain,Thomas Edison,Sigmund Freud,Ulysses S Grant,D,True,0.22258171,0.027002225,0.19952096,0.55089504
What color is cartoon character Marge Simpson's hair?,yellow,purple,blue,brown,C,False,0.4804662,0.18596122,0.095724635,0.237848
Which of these is not a fabric?,Velveteen,Celotex,Seersucker,Tencel,B,True,0.006103444,0.9794373,0.004894686,0.009564631
How is 4:00 pm expressed in military time?,1600,4,400,4:00,A,True,0.63448226,0.11828794,0.21087106,0.03635873
Which of the following is most likely to cause a rise in the average temperature of Earth's atmosphere in the future?,Atomic warfare,CO2 from fossil fuels,Dust clouds from volcanoes,Depletion of Earth's ozone layer,B,True,0.0037105337,0.985557,0.003934444,0.0067981086
Which of the following activities is likely to have the greatest impact on biodiversity?,Copper mining in Chile,Soil erosion on the slopes of the Rocky Mountains,Large-scale deforestation of the Amazon or Congo basin tropical forests,Increased use of ethanol fuels in the United States,C,True,0.0034792742,0.003506563,0.98951447,0.0034997207
Whom did Billie Jean King defeat in the famous 'Battle of the Sexes' tennis match?,Jimmy Connors,Pete Sampras,John McEnroe,Bobby Riggs,D,True,0.01981648,0.0024228664,0.037752252,0.94000846
Which of the following structures is most susceptible to damage by acid precipitation?,A monument made of granite,A roof made of slate,A tombstone made of marble,A statue made of gabbro,C,False,0.06502738,0.7412976,0.14203286,0.051642228
Who is an archenemy of the cartoon superhero Underdog?,OverCat,Muttley,Mr Whoopie,Dick Dastardly,A,False,0.086660765,0.19914486,0.12658419,0.5876102
Mohair is made from the fleece of what animal?,camel,llama,goat,mole,C,True,0.0028104961,0.014783583,0.9812525,0.0011534253
"The Burgess Shale is a rock formation in Canada that has a large number of fossils from the Cambrian period preserved in exquisite detail. Many primitive members of modern phyla, including arthropods, mollusks, and chordates, can be found among the fossils exposed in this region. Based on these fossils, it can be concluded that most of the modern groups of animal life first appeared roughly",3 billion years ago,540 million years ago,65 million years ago,"200,000 years ago",B,True,0.08250202,0.85300064,0.061550256,0.0029470113
The Strauss family of composers popularized what dance?,waltz,tango,fox-trot,square dance,A,True,0.734341,0.17442128,0.07270961,0.018528055
What was Ludwig Van Beethoven's final symphony?,Ninth,Tenth,Eleventh,Twelfth,A,True,0.5151243,0.22328988,0.22155222,0.04003367
A portrait that comically exaggerates a person's physical traits is called a what?,Landscape,Caricature,Still life,Impressionism,B,True,0.00061798946,0.99768233,0.0010208844,0.0006787287
The government establishes a price floor in a market for a good in order to,eliminate a surplus in the market,eliminate a shortage in the market,help buyers of the good,help sellers of the good,D,False,0.3241941,0.6523369,0.013328921,0.010140108
A student is standing in front of the class delivering a presentation. Some students in the back of the room note that they are having trouble hearing what the presenter is saying. Which of the following suggestions to the presenter would best address this problem?,Engage your audience by making eye contact with people in the back of the room,Entertain your audience with exaggerated body language,Emphasize your main points by reading them directly from a paper,Project your voice by relaxing the rib cage and maintaining good posture,D,True,0.14399445,0.0021191705,0.0056051235,0.8482813
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. The description of the sun in the second sentence contains which of the following literary devices?",Foreshadowing,Irony,Flashback,Personification,D,True,0.010107293,0.029591171,0.0030765354,0.957225
Which of these is not one of the 3 methods of heat transfer?,Conduction,Radiation,Convection,Induction,D,True,0.0017237255,0.0018784094,0.002226314,0.99417156
Which of these is not an ingredient in Yorkshire pudding?,eggs,milk,chocolate,meat drippings,C,True,0.0009769388,0.0017552412,0.98696786,0.010299934
"Anna feels that she is confusing ""who"" and ""whom"" in her narrative. She wants to correct her error. Which of the following reference materials will best help Anna accomplish such a task?",A dictionary,A thesaurus,A glossary,A grammar guide,D,True,0.37913066,0.043207146,0.034582566,0.5430796
Where was the chicken First domesticated?,France,India,Peru,Zaire,B,True,0.09345151,0.4107199,0.37105453,0.12477414
Which of the following is not in Nevada?,Liberace Museum,Pikes Peak,Lake Mead,Hoover Dam,B,True,0.17807679,0.68263805,0.1114376,0.02784758
What famous folksinger founded the Institute for the Study of Non-Violence in 1965?,Bob Dylan,Woody Guthrie,Joan Baez,Peter Yarrow,C,False,0.03462663,0.8162978,0.12324254,0.02583304
Phoebe Dione and Helene are moons of what planet?,Jupiter,Saturn,Neptune,Pluto,B,False,0.45161813,0.43093702,0.08289083,0.03455404
Which of these companies is not an online stock brokerage?,E*Trade,EDigital,Datek Online,DLJ Direct,B,False,0.0244885,0.1101794,0.5750481,0.29028404
Which of these is not the name of one of rock musician Frank Zappa's children?,Dweezil,Ahmet,Moon Unit,Lumpy Gravy,D,True,0.01662853,0.053468283,0.13181935,0.79808384
How much does Peanuts character Lucy charge for her psychiatric advice?,5 cents,10 cents,75 cents,$125,A,False,0.22700065,0.20994128,0.32516342,0.23789465
Which of the following is the most reasonable action to take for an artist whose work requires the use of a specific hazardous product?,Finding a nontoxic product to use and adapting the art-making process as necessary,Reading the product's label and proceeding according to the label directions,Making sure no children are present when using the product,Checking with a qualified toxicologist before using the material,B,False,0.6651835,0.16818473,0.009866306,0.1567654
What children's storybook character believes that the sky is falling?,Chicken Little,Curious George,Jack Sprat,Tom Thumb,A,True,0.9791156,0.0065972293,0.009788233,0.0044989195
Pop icon Tiny Tim was famous for playing what musical instrument?,ukulele,kazoo,accordion,fiddle,A,False,0.14503026,0.70554715,0.13256839,0.016854178
Which of the following is the highest level taxonomic rank?,Domain,Class,Phylum,Kingdom,A,False,0.031825762,0.07428673,0.04703543,0.8468521
When daylight-saving time arrives in the spring how do most Americans turn their clocks?,one hour forward,one hour backward,two hours forward,two hours backward,A,True,0.6983279,0.24513616,0.041287664,0.01524833
Which of these fashion designers was born in the United States?,Laura Ashley,Helmut Lang,Donna Karan,Christian Dior,C,True,0.029734362,0.04326324,0.9071176,0.019884879
Who was on the $500 bill?,Calvin Coolidge,Andrew Jackson,Aaron Burr,William McKinley,D,True,0.14327945,0.30332258,0.101600334,0.45179763
For a man and woman on a date 'dutch treat' means what?,The man pays,The woman pays,The Dutch pay,Each pays their own way,D,True,0.17991784,0.12173849,0.008648138,0.68969554
What city's residents are known as 'Knickerbockers'?,Boston,Philadelphia,New York City,London,C,True,0.053077783,0.23327714,0.7074042,0.006240957
Which of these college football programs has produced the most Heisman Trophy winners?,Notre Dame,USC,Oklahoma,Michigan,A,False,0.19392486,0.4456358,0.24418828,0.11625105
What does a pH level measure?,acidity,density,wavelength,humidity,A,True,0.9984389,0.00088244653,0.00028704855,0.00039158328
If a hertz is equal to one cylce per second how many cycles per second does a megahertz equal?,-328716,1000,1000000,1000000000,C,True,0.04137366,0.12995337,0.5323664,0.29630652
"Every day was a happy day, and every night was peaceful. The sentence above can best be classified as",simple,compound,complex,compound-complex,B,False,0.3581016,0.31726044,0.17181903,0.15281901
Which of these holidays is not attached to a specific date?,Independence Day,New Year's Day,Thanksgiving,Christmas,C,False,0.15561692,0.32180953,0.22378339,0.29879004
Where is the Louvre museum?,Paris,Lyon,Geneva,Vichy,A,True,0.99686146,0.0016460225,0.0005800697,0.0009125778
Which of the following guidance systems is principally a materials-handling device?,Escalator,Conveyor,Highway,Railroad,B,True,0.07251503,0.9186052,0.0050814203,0.0037983821
"A preschool teacher is teaching students about a color wheel, which is an organization of hues around a circle. Red, yellow, and blue are examples of which of the following kinds of colors on the color wheel?",Complementary,Primary,Secondary,Tertiary,B,True,0.011253346,0.9332138,0.04364699,0.011885903
A second-grade teacher has each student select a card at random that is marked with a three-digit number. Students then model their numbers with base ten blocks on a place value mat. Which of the following whole number concepts does the lesson best reinforce?,Comparing quantities,Describing quantities,Ordering quantities,Decomposing quantities,D,False,0.1580086,0.28836066,0.27195,0.2816808
Which brand of cat food claims it's so tasty that 'cats ask for it by name'?,Fancy Feast,Cat Chow,Meow Mix,9-Lives,C,True,0.18045251,0.18473183,0.4397,0.1951157
In the phrase 'Y2K' what does 'K' stand for?,millennium,computer code,catastrophe,thousand,D,False,0.5993312,0.120342955,0.24405092,0.03627493
What is the approximate speed of light?,165 miles per hour,122000 miles per hour,186000 miles per second,293000 miles per second,C,True,0.003658428,0.0033571622,0.97933847,0.013645909
Which of these people was buried in the Valley of the Kings?,Louis XIV,Elvis Presley,Julius Caesar,King Tut,D,True,0.0045780526,0.003915816,0.018248562,0.97325754
After Prince Charles who is next in line to be the king of England?,Prince William,Prince Andrew,Prince Edward,Fresh Prince,A,True,0.8365945,0.09240808,0.06301684,0.007980458
The disco band ABBA comes from what country?,Norway,Sweden,Switzerland,The Netherlands,B,True,0.07398623,0.91553086,0.006592353,0.0038906124
When it's noon in New York during daylight-saving time what time is it in Honolulu?,6:00 AM,6:30 AM,7:00 AM,8:00 AM,A,False,0.22884881,0.26546928,0.28816417,0.21751772
"The total retail market value of all the goods and services produced in a nation, usually stated in annual terms, is the",ratio of profit to sales,current ratio,gross domestic product,trade surplus,C,True,0.000992209,0.0018222803,0.9950799,0.002105641
What is the world’s most venomous fish?,Scorpion fish,Lion fish,Stonefish,Toadfish,C,True,0.03450409,0.014956416,0.9398923,0.010647195
What force causes an ice cream cone to fly off of a spinning merry-go-round?,centrifugal,Vehicular,Gravitational,Torsal,A,True,0.9804355,0.0022652482,0.0144855715,0.002813646
Which of these words is spelled correctly?,decieve,foriegn,hygiene,wierd,C,False,0.19238657,0.30148658,0.2956553,0.21047154
The term 'chili con carne' refers to chili with what?,beans,meat,cheese,chili peppers,B,True,0.1170832,0.8550552,0.0071142768,0.020747298
At what age can someone first attend an R-rated movie without an accompanying adult?,15,17,18,21,B,False,0.08414615,0.10472157,0.6696625,0.1414698
On TV's 'Seinfeld' what type of doctor did Mr Costanza go to when he sat on 'fusilli Jerry'?,ophthalmologist,cardiologist,neurologist,proctologist,D,True,0.054826934,0.10123685,0.11606863,0.72786754
In the comic strip 'Peanuts' what is Schroeder known for doing?,Dancing,playing football,playing the piano,Flying an imaginary plane,C,True,0.046082333,0.01020234,0.9076859,0.036029425
How is the Arabic numeral for '2' written?,2,II,I,ii,A,False,0.034147322,0.9193371,0.028309124,0.018206485
What country gave us the fashionable headgear called the beret?,Switzerland,China,Mexico,France,D,True,0.09094578,0.014559334,0.011163028,0.8833319
How many spikes are on the Statue of Liberty's crown?,five,seven,nine,thirteen,B,False,0.08619864,0.280435,0.4080305,0.22533585
In a game with no wild cards what is the highest possible poker hand?,straight flush,royal flush,full house,four of a kind,B,True,0.3638049,0.5418858,0.021258866,0.07305036
Moderate and frequent irrigation is normally most appropriate for a corn crop growing in a,dispersed alluvial fan soil,"heavy-textured soil, such as silty clay","light-textured soil, such as loamy sand",region of low humidity,C,True,0.04796538,0.29040042,0.62202454,0.03960967
What is the capital of North Dakota?,Bismarck,Fargo,Sioux Falls,Pierre,A,True,0.6324459,0.036242034,0.005756766,0.32555524
A fiscal policy to combat a recession would call for,an increase in taxes,an increase in government spending,a decrease in the reserve requirement,a decrease in the discount rate,B,True,0.016383834,0.9786155,0.002512542,0.002488125
An electric fence installed to keep both mature cattle and sheep in a field should have a wire placed at which of the following heights? I. 6 inches II. 18 inches III. 40 inches IV. 60 inches,I only,II only,II and III only,III and IV only,C,False,0.11989584,0.24314417,0.3097737,0.32718626
How much chicken excrement is produced in the United States every year?,4*10^10 kg,4*10^12 kg,4*10^14 kg,4*10^16 kg,A,False,0.0930618,0.2640748,0.47631347,0.1665499
According to the American Kennel Club what is the most popular breed Of dog in the US as of 1999?,Poodle,Beagle,German shepherd,Labrador retriever,D,True,0.107806094,0.035412077,0.04765216,0.80912966
What singer appeared in the 1992 baseball film 'A League of Their Own'?,Brandy,Madonna,Garth Brooks,Whitney Houston,B,False,0.2799422,0.20803538,0.23208024,0.2799422
How is the word 'ambulance' normally written on the front of American ambulances?,in French,in reverse,in braille,in gibberish,B,True,0.08583384,0.7414912,0.14206995,0.030604996
What is the colored part of the eye called?,iris,pupil,retina,cochlea,A,True,0.9761619,0.018737061,0.0044330917,0.00066799077
If you work as a 'dolly grip' what business are you in?,sheep farming,film production,construction,moving,B,True,0.0032985054,0.9547392,0.009924754,0.032037497
Who was the longest reigning monarch in French history?,Louis XIII,Louis XIV,Louis XV,Louis XVI,B,True,0.059566792,0.88911206,0.042570468,0.008750663
The principles of xeriscaping are best exemplified by a homeowner who,installs an in-ground sprinkler system that operates on a timer,lowers the cutting height on the lawn mower to reduce the surface area in contact with the cutting blade,increases the use of fertilizer on the turfgrass to promote growth,replaces nonnative ornamentals with native shrubs that do not require irrigation,D,True,0.0064693503,0.12594253,0.006927057,0.860661
