0,1,2,3,4,5,/home/incoming/LLM/llama3/llama3-8b-instruct_correct,/home/incoming/LLM/llama3/llama3-8b-instruct_choiceA_probs,/home/incoming/LLM/llama3/llama3-8b-instruct_choiceB_probs,/home/incoming/LLM/llama3/llama3-8b-instruct_choiceC_probs,/home/incoming/LLM/llama3/llama3-8b-instruct_choiceD_probs
According to a popular slogan what state should people not 'mess with'?,New York,Texas,Montana,Rhode Island,B,True,0.022276254,0.97346807,0.002024016,0.0022316473
Each year in pro baseball the player voted as the best fielder at his position wins what?,a brand new car,the Gold Glove,the Silver Bat,the Brass Baseball,B,True,2.2915361e-05,0.9998907,6.072873e-05,2.571416e-05
"Of the following objectives, which is most appropriate for a technology education program that has a goal of enabling students to develop creative technical solutions to present and future societal problems?","Design and construct a threedimensional model of a low-income, multifamily dwelling unit",Describe several construction careers that are related to home building,Categorize the components of a technical system,Identify the major tools and equipment used in highway construction,A,True,0.9859577,0.002753173,0.008107846,0.0031812852
Who was the first US president to resign from that office?,Martin Van Buren,Andrew Jackson,Andrew Johnson,Richard Nixon,D,True,0.00021145697,0.00015837395,0.00018157663,0.9994486
How much kale would be needed to provide enough calories for a person for an entire year?,2*10^3 kg/yr,2*10^4 kg/yr,2*10^5 kg/yr,2*10^6 kg/yr,A,False,0.06322144,0.12044278,0.32867882,0.48765698
How long has the average United States citizen spent as president?,1 seconds,10 seconds,1 minute,10 minutes,B,False,0.7141367,0.15204848,0.05400319,0.07981154
What is the proletariat?,the homeless,the royalty,the upper class,the working class,D,True,0.00013871466,8.956092e-05,5.073214e-05,0.999721
According to the proverb necessity is the mother of what?,Invention,Luck,Problems,Procrastination,A,True,0.9988675,0.00032732054,0.0006446286,0.00016046074
What rank entitles a general in the US Army to wear three stars?,brigadier general,corporal general,lieutenant general,major general,C,True,0.18231285,0.0062628197,0.7857681,0.025656236
What is another way of writing-'six feet'?,6',6,6'',6#,A,False,0.23331031,0.040227745,0.6777481,0.04871384
"In construction, the plates are horizontal structures at the top and bottom of a wall. Which of the following are the vertical structures?",Rafters,Studs,Headers,Joists,B,True,0.036719017,0.91786,0.031041535,0.014379375
What part of the world was once known as Cathay?,China,India,Iran,Indonesia,A,True,0.99895585,0.0006472088,0.00027619483,0.000120778466
What is a shaddock?,a fish the offspring of a male shad and a female haddock,"a crystal such as quartz, that sticks out from a mineral vein",a plant that is a member of the nightshade family,a grapefruit,D,True,0.36209252,0.039684564,0.015062561,0.5831604
How many innings are there in a regular Major League Baseball game?,seven,eight,nine,ten,C,True,0.0011856105,0.0073915394,0.9871947,0.004228056
"Which of the following statements is correct about a trophic structure in which a leaf-eating grasshopper is eaten by a frog, which in turn is eaten by a snake?",The frog is a herbivore.,The snake is a secondary consumer.,The grasshopper is a primary consumer.,The snakes outnumber the grasshoppers in the community.,C,False,0.0009664234,0.93894136,0.05817775,0.0019144694
"People who believe their political views are important, that government will respect these views, and that their views can influence political affairs are said to have a strong sense of",political partisanship,political alienation,political allegiance,political efficacy,D,True,0.00017059743,0.00013080158,0.00012120819,0.99957734
What was the average life expectancy of white males born in the U.S. just before the Civil War?,40 years,50 years,60 years,70 years,A,True,0.6067388,0.31232238,0.072182104,0.008756682
"What does the Yiddish word""'meshuga' mean?",crazy,sacred,stingy,sweet,A,True,0.998669,0.00046060374,0.0007147917,0.0001556449
What is the last letter of the Greek alphabet?,omicron,omega,upsilon,zeta,B,True,0.00016729414,0.99955565,0.000116790136,0.00016025797
An elementary school student is able to follow fast and slow songs by playing appropriate rhythm patterns on the drum. Which of the following attributes of music does the student understand?,Dynamics,Pitch,Tempo,Harmony,C,True,0.010122853,0.0007052048,0.989131,4.1047846e-05
When FDR carried states in the presidential election of 1932 how many states did he not carry?,six,seven,eight,ten,A,False,0.2543946,0.29052773,0.21422173,0.24085593
Which of these is a member of the cucumber family?,green pepper,watermelon,potato,green bean,B,False,0.86547583,0.078636974,0.005510409,0.050376736
"I became what I am today at the age of twelve, on a frigid overcast day in the winter of 1975. I remember the precise moment, crouching behind a crumbling mud wall, peeking into the alley near the frozen creek. That was a long time ago, but it's wrong what they say about the past, I've learned, about how you can bury it. Because the past claws its way out. Looking back now, I realize I have been peeking into that deserted alley for the last twenty-six years. The excerpt is an example of which of the following types of writing?",Informative,Persuasive,Descriptive,Narrative,D,True,0.001863262,0.00082038314,0.013086059,0.98423034
Which of the following defenses may NOT be used to legally avoid payment on a negotiable instrument?,Breach of contract,Diminished economic resources,Fraud in the inducement,Mental incapacity,B,False,0.40512672,0.2585221,0.12452573,0.21182542
"Simple accompaniments, light texture and smooth melodies are qualities of",galant style,partitas,Sturm und Drang,serenade,A,True,0.61696357,0.0015840204,0.0013522409,0.38010022
Which of the following is true about a monopoly?,It competes with many firms selling the same product in the market.,It has to lower its price on all units to sell more output.,Its marginal revenue increases as output sold increases.,It sets a price below average variable cost to drive its competitors out of the market.,B,False,0.0076324977,0.0043829745,0.0038228985,0.9841616
Which of these names has never belonged to a Pope?,Leo,Lando,Linus,Lawrence,D,False,0.017176123,0.89484024,0.022140898,0.06584281
Which of the following best helps explain why some localities have normally large tidal ranges (up to 60 feet) and others have one- to two-foot tidal ranges?,The position of the Sun is different at different localities.,The Coriolis effect and rotation of Earth tend to enhance tidal flow in the higher latitudes.,Ocean floor topography and the shape of the coastline serve to amplify tidal flow at specific localities.,Trade winds push the water into large tidal bulges near rocky shorelines.,C,True,0.002572833,0.020797888,0.97126704,0.0053622443
"Which of these is typically not ""used as a spice?",Dill,Thyme,Hemlock,Marjoram,C,True,0.0048908056,0.0019227631,0.99213284,0.0010535873
Who is the patron saint of animals?,St Isidore of Seville,St Anthony of Padua,St Francis of Assisi,St Joan of Arc,C,True,0.0045593074,0.037144918,0.95798004,0.00031576684
The dissolved salts in Earth's oceans are principally derived from,marine biological activity,atmospheric deposition,the weathering of continental rocks,the eruptions of undersea hot-spot volcanoes,C,True,0.008722536,0.004542903,0.9848334,0.0019011758
What is the baseball term for a batter who substitutes for another batter?,Switchhitter,Shadow hitter,Clip hitter,Pinch hitter,D,True,7.2534676e-05,5.3275202e-05,7.002893e-05,0.9998042
In 1960 Nazi official Adolph Eichmann was finally captured in what country?,Brazil,East Germany,Argentina,Paraguay,C,True,0.4236859,0.0010420395,0.57460326,0.0006688606
What is the square root of 81 squared?,9,27,81,729,C,True,0.14364426,0.28678876,0.537889,0.031677954
Which of the following has provided evidence that the Sun's atmosphere contains sodium atoms?,Absorption lines in the solar spectrum are consistent with the presence of sodium.,Stars with the same spectral class as the Sun are made mostly of sodium.,Solar samples returned to Earth by the Voyager spacecraft contained sodium.,The Sun gives off energy produced by the nuclear fusion of sodium in its core,A,True,0.99906164,0.00032930807,0.00039644627,0.00021261726
What letters are on the '3' button of a touch-tone telephone?,ABC,DEF,GHI,WXY,B,True,0.050383836,0.8163365,0.094497815,0.03878182
"To best encourage student engagement in the classroom, a teacher should select texts based on which of the following?",The instructional objectives,The culture of the local community,The instructional reading level of the class,Topics that are interesting for the students,D,True,0.0797108,0.007501656,0.011173683,0.90161383
When born a Dalmatian puppy is always?,Black,black with white spots,white,white with black spots,C,False,0.003809317,0.46869388,0.0046309517,0.52286583
Which of these countries is not in Europe?,Italy,Spain,Greece,Israel,D,True,0.00010673655,0.0002845282,0.00022420283,0.9993845
What famous radio personality was also the voice of Shaggy on the cartoon 'Scooby-Doo'?,Rush Limbaugh,Casey Kasem,Larry King,Howard Stern,B,True,0.008322896,0.9886635,0.0015039167,0.0015098028
Many scientists think that some of the dinosaurs did not go extinct but rather evolved into what kind of creature?,amphibians,reptiles,birds,mammals,C,True,0.0005169228,0.00051189924,0.9968411,0.002130068
What are fans of the TV show 'Mystery Science Theater 3000' known as?,Mysterians,MiSTies,Bot Brigade,Gizmonics,B,True,0.006718944,0.97789246,0.011792113,0.0035963913
What automobile company makes the Sonata?,Toyota,Honda,Subaru,Hyundai,D,True,5.6053956e-05,6.108414e-05,1.6091126e-05,0.9998667
Force equals mass times what?,Velocity,Distance,Acceleration,Weight,C,False,0.8822668,0.0017065054,0.11348983,0.0025368724
To create a tapestry one must traditionally engage in what activity?,Weaving,Sculpting,Baking,Singing,A,True,0.9999255,5.9092734e-05,1.1929452e-05,3.446334e-06
What element do organic compounds contain?,Carbon,Oxygen,Hydrogen,Nitrogen,A,True,0.9763315,0.0034262226,0.008283544,0.011958692
What is the technical term for someone who studies fish?,entomologist,ichthyologist,marinologist,herpetologist,B,True,2.6739855e-05,0.99994147,1.9793903e-05,1.202908e-05
A person uses a remote control to change the volume level on a television. The signal that travels from the remote to the television is most likely encoded in a,visible light pulse,radio wave signal,series of infrared pulses,series of intense infrared beams,C,True,0.0002754331,0.0013987646,0.9981483,0.00017748597
When it comes to measuring horses how long is a 'hand'?,four inches,seven inches,ten inches,two feet,A,False,0.31427652,0.28281826,0.3732126,0.02969261
What is the (approximate) value of lemon juice on the pH scale?,14,2,7,0,B,True,0.29838505,0.6027544,0.08649647,0.012364026
Which of the following best describes the situation after the price is raised on a product that has an inelastic demand?,The quantity demanded will not change.,The quantity demanded will increase.,Total revenue will decrease.,Total revenue will not change.,A,True,0.46810535,0.022065293,0.45370325,0.056126025
Which of the following statements reflects the Confucian worldview that figured prominently in classical Chinese culture?,Having faith in God will be rewarded in the afterlife.,Life's ultimate goal is to escape the suffering inherent in the endless cycle of death and reincarnation.,A life of quiet contemplation and isolation from worldly temptations will result in self-perfection.,Observing rules of proper behavior toward others will ensure social and political harmony.,D,True,0.001196241,0.0017337347,0.01070371,0.9863664
Which of these Democrats lost to Ronald Reagan in the 1984 presidential elections?,Michael Dukakis,Walter Mondale,Gary Hart,Jimmy Carter,B,False,0.9982527,0.00090144237,0.00059698184,0.00024885905
Real gross domestic product (GDP) is defined as the ratio of nominal GDP to the,money supply,unemployment rate,government's budget deficit,GDP deflator,D,True,0.0009949933,0.0008510629,0.0007688712,0.9973851
Which of these is another name for a golf course?,Pitch,Links,Steps,Suite,B,True,0.0005152345,0.9994242,3.223774e-05,2.8228305e-05
"When Corporation X pays out $300,000 in salaries, which of the following is the impact on assets and liabilities?","Salary expense is increased by $300,000; cash is increased by $300,000","Salary expense is increased by $300,000; cash is decreased by $300,000","Salary expense is decreased by $300,000; cash is increased by $300,000","Salary expense is decreased by $300,000; cash is decreased by $300,000",B,True,0.42230347,0.5465013,0.017567256,0.0136280535
Who was not one of the Cartwright sons on the TV series 'Bonanza'?,Adam,Little Joe,Hoss,Ben,D,False,0.5840095,0.082185574,0.019983707,0.31382126
How long is a single term in the US Senate?,two years,four years,six years,eight years,C,True,0.02601929,0.08014505,0.85160214,0.042233475
On what body part should you wear a babushka?,head,hands,foot,legs,A,True,0.99951017,0.00024820113,0.00016663435,7.488826e-05
A kindergarten teacher has students determine the following. • How many students are absent that day • If there are enough snack cups for each student to have one during snack time • How many balls are taken outside during recess and how many are brought back inside after recess. Which of the following concepts is most closely aligned with the determinations the teacher is having the students make?,Classifying,Counting,Patterning,Ordering,B,True,0.012772531,0.97577727,0.010103904,0.0013462148
"Grammar may be taught in two main ways— by experience with discourse that entails the varieties of word forms and sentence construction, or by analyzing dummy sentences and diagramming parts. Plentiful discursive experience is what really teaches grammar, for it exercises judgment and provides language intake, whereas formal grammar study has been proved irrelevant. Politics more than pedagogy retards the changing of the curriculum to fit this truth. The author of the passage above argues that",using language in a wide variety of situations improves grammar,good judgment can be improved by studying the rules of formal grammar,analyzing and diagramming provide exercise in logical thinking,formal study of grammar improves writing ability,A,True,0.99828315,0.00075615424,0.0003949785,0.00056578056
Who was the mother of the Greek god Zeus?,Gaia,Phoebe,Rhea,Hera,C,True,0.018234279,0.00040010325,0.9763021,0.005063476
Which of these evangelists is a cousin of rocker Jerry Lee Lewis?,Billy Graham,Oral Roberts,Jerry Falwell,Jimmy Swaggart,D,False,0.6943011,0.037376076,0.09001146,0.17831127
Which of the following prescribes standards for wages and overtime pay that affect most private and public employment?,The Employee Retirement Income Security Act,The American Recovery and Reinvestment Act,The Fair Labor Standards Act,The Federal Employees' Compensation Act,C,True,0.00067438366,0.00016333943,0.99907035,9.1983726e-05
What organelle is primarily responsible for photosynthesis?,Nucleus,Chloroplast,Mitochondria,Golgi Apparatus,B,True,0.00012655882,0.9998061,5.8397305e-05,8.964267e-06
In what city is TV's 'The Mary Tyler Moore Show' set?,Dallas,Chicago,New York,Minneapolis,D,True,0.00024136929,0.00035394463,0.00046163084,0.99894303
What Greek poet wrote 'The Iliad' and 'The Odyssey'?,Sophocles,Plato,Homer,Socrates,C,True,0.00039969463,0.00017632722,0.9994092,1.4817056e-05
What is Delta Burke's character's job on the sitcom 'Designing Women'?,fashion designer,graphic designer,interior designer,website designer,C,True,0.09026947,0.010287446,0.8975549,0.0018881769
Which of the following activities will best help a teacher collect data that will inform instruction to meet the individual needs of students?,Concentric circles,K-W-L chart,Book pass,Reciprocal teaching,B,True,0.035133075,0.8122174,0.026623633,0.12602581
On average what length of time passes between high tides?,3 hours 25 minutes,6 hours 25 minutes,12 hours 25 minutes,24 hours 25 minutes,C,True,0.0061858925,0.019203333,0.9472105,0.027400263
An increase in the real interest rate in the United States relative to its trading partners will most likely result in which of the following?,An increase in United States imports,An increase in United States exports,A decrease in the demand for the United States dollar,A decrease in the United States trade deficit,A,True,0.30334112,0.2614964,0.17972368,0.25543883
The legal basis for the escalation of United States involvement in the Vietnam War was the,declaration of war by Congress,passage of the Gulf of Tonkin Resolution by Congress,United Nations resolution condemning the North Vietnamese invasion of South Vietnam,mutual defense provisions of the North Atlantic Treaty Organization (NATO),B,True,0.0026842675,0.9898606,0.004822755,0.002632349
What professional sports team plays its home games in the Alamodome?,New York Jets,Detroit Tigers,Boston Bruins,San Antonio Spurs,D,True,0.0017058272,0.0005388632,0.0003631916,0.99739206
What is the name of Howard Stern's female on-air sidekick?,Allison Norris,Jackie Reeses,Jackie Martling,Robin Quivers,D,True,0.0007320792,0.0013597135,0.0007292251,0.99717903
In what decade did Israel become an independent state?,1920s,1940s,1950s,1960s,B,True,0.0010258128,0.9966419,0.0017724456,0.00055990764
In cooking the term 'au gratin' is sometimes used to describe a dish with what topping?,cheese,fruit,gravy,whipped cream,A,True,0.99516135,0.0014990895,0.0020772188,0.0012623601
Which of the following is the most effective way to evaluate the development of a student's drafting skills throughout the school year?,Baseline assessment,Portfolio assessment,Short-answer unit assessment,Teacher-created assessment,B,True,0.0033858763,0.9954615,0.00045112436,0.0007014497
In the sci-fi movie 'Fantastic Voyage' where do the voyagers travel?,through outer space,through a human body,to the ocean floor,to the center of the earth,B,True,0.00030041995,0.99904627,0.00029924873,0.00035398122
What would be the most likely thing one would do with the compound MgSO4 7H2O?,power a car,blow up a building,soak ones feet,fertilize a lawn,C,True,0.0031317596,0.0018884108,0.8515547,0.14342521
Who originally proposed the idea of daylight-saving time?,Benjamin Franklin,Henry David Thoreau,Galileo,Albert Einstein,A,True,0.98710155,0.0052102734,0.0033771715,0.00431104
If you ask for 'gai' at a Thai restaurant what will you get?,shrimp,chicken,beef,pork,B,False,0.9022276,0.048097305,0.012869584,0.03680553
On a set of jumper cables what color designates the negative connector?,black,red,orange,blue,A,True,0.9580036,0.034354277,0.005696498,0.0019457212
Which of these is a commonly-known investment account?,CNN,EMC,IRA,IRS,C,True,0.00013391105,0.00019069806,0.999634,4.132198e-05
If you are 'riding fakie' inside a 'half pipe' what are you probably doing?,skiing,biking,snowboarding,surfing,C,True,0.059980974,0.06930788,0.82801175,0.042699344
Which of these people was not alive in the 20th century?,Mark Twain,Thomas Edison,Sigmund Freud,Ulysses S Grant,D,False,0.52509254,0.11579898,0.04310222,0.31600624
What color is cartoon character Marge Simpson's hair?,yellow,purple,blue,brown,C,False,0.5601298,0.32672086,0.05950028,0.053649142
Which of these is not a fabric?,Velveteen,Celotex,Seersucker,Tencel,B,True,0.06877839,0.7995224,0.043040417,0.08865885
How is 4:00 pm expressed in military time?,1600,4,400,4:00,A,True,0.9998934,6.624326e-05,2.0533733e-05,1.9807452e-05
Which of the following is most likely to cause a rise in the average temperature of Earth's atmosphere in the future?,Atomic warfare,CO2 from fossil fuels,Dust clouds from volcanoes,Depletion of Earth's ozone layer,B,True,0.00054344814,0.9980506,0.00037864764,0.0010272627
Which of the following activities is likely to have the greatest impact on biodiversity?,Copper mining in Chile,Soil erosion on the slopes of the Rocky Mountains,Large-scale deforestation of the Amazon or Congo basin tropical forests,Increased use of ethanol fuels in the United States,C,True,0.0015946582,0.00067258836,0.99641067,0.0013220182
Whom did Billie Jean King defeat in the famous 'Battle of the Sexes' tennis match?,Jimmy Connors,Pete Sampras,John McEnroe,Bobby Riggs,D,True,0.0004952633,0.00024613272,0.00030393334,0.99895465
Which of the following structures is most susceptible to damage by acid precipitation?,A monument made of granite,A roof made of slate,A tombstone made of marble,A statue made of gabbro,C,True,0.0646682,0.024931815,0.8192032,0.09119678
Who is an archenemy of the cartoon superhero Underdog?,OverCat,Muttley,Mr Whoopie,Dick Dastardly,A,False,0.0018611744,0.0065215616,0.00077888946,0.99083835
Mohair is made from the fleece of what animal?,camel,llama,goat,mole,C,True,0.0036731805,0.0012793734,0.9948783,0.00016913348
"The Burgess Shale is a rock formation in Canada that has a large number of fossils from the Cambrian period preserved in exquisite detail. Many primitive members of modern phyla, including arthropods, mollusks, and chordates, can be found among the fossils exposed in this region. Based on these fossils, it can be concluded that most of the modern groups of animal life first appeared roughly",3 billion years ago,540 million years ago,65 million years ago,"200,000 years ago",B,True,0.0015659349,0.9977615,0.00047201914,0.00020064773
The Strauss family of composers popularized what dance?,waltz,tango,fox-trot,square dance,A,True,0.9991399,0.00055912265,0.00018010795,0.000120918754
What was Ludwig Van Beethoven's final symphony?,Ninth,Tenth,Eleventh,Twelfth,A,True,0.996527,0.00079569744,0.00047606154,0.0022012861
A portrait that comically exaggerates a person's physical traits is called a what?,Landscape,Caricature,Still life,Impressionism,B,True,8.2194856e-05,0.99983215,4.4427485e-05,4.1088708e-05
The government establishes a price floor in a market for a good in order to,eliminate a surplus in the market,eliminate a shortage in the market,help buyers of the good,help sellers of the good,D,False,0.91712373,0.069624566,0.0037922563,0.009459539
A student is standing in front of the class delivering a presentation. Some students in the back of the room note that they are having trouble hearing what the presenter is saying. Which of the following suggestions to the presenter would best address this problem?,Engage your audience by making eye contact with people in the back of the room,Entertain your audience with exaggerated body language,Emphasize your main points by reading them directly from a paper,Project your voice by relaxing the rib cage and maintaining good posture,D,True,0.011092718,0.00047516092,0.0015308453,0.98690134
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. The description of the sun in the second sentence contains which of the following literary devices?",Foreshadowing,Irony,Flashback,Personification,D,True,0.000653083,0.0009919503,0.00012834877,0.9982266
Which of these is not one of the 3 methods of heat transfer?,Conduction,Radiation,Convection,Induction,D,True,0.0013065384,0.0009014844,0.001440568,0.99635136
Which of these is not an ingredient in Yorkshire pudding?,eggs,milk,chocolate,meat drippings,C,True,0.0011898014,0.0012251744,0.996506,0.001079103
"Anna feels that she is confusing ""who"" and ""whom"" in her narrative. She wants to correct her error. Which of the following reference materials will best help Anna accomplish such a task?",A dictionary,A thesaurus,A glossary,A grammar guide,D,True,0.0020020169,0.00025353555,0.00040356917,0.99734086
Where was the chicken First domesticated?,France,India,Peru,Zaire,B,True,0.17584953,0.6382252,0.17043921,0.015486075
Which of the following is not in Nevada?,Liberace Museum,Pikes Peak,Lake Mead,Hoover Dam,B,True,0.0014656511,0.9979838,0.0002401974,0.00031023202
What famous folksinger founded the Institute for the Study of Non-Violence in 1965?,Bob Dylan,Woody Guthrie,Joan Baez,Peter Yarrow,C,False,0.5797536,0.045765962,0.06897174,0.30550867
Phoebe Dione and Helene are moons of what planet?,Jupiter,Saturn,Neptune,Pluto,B,False,0.6609493,0.32086512,0.01518396,0.0030016012
Which of these companies is not an online stock brokerage?,E*Trade,EDigital,Datek Online,DLJ Direct,B,True,0.023759672,0.63593674,0.15523542,0.18506813
Which of these is not the name of one of rock musician Frank Zappa's children?,Dweezil,Ahmet,Moon Unit,Lumpy Gravy,D,True,0.0012557294,0.004298153,0.0025765894,0.99186957
How much does Peanuts character Lucy charge for her psychiatric advice?,5 cents,10 cents,75 cents,$125,A,True,0.68392414,0.24007997,0.06745365,0.008542336
Which of the following is the most reasonable action to take for an artist whose work requires the use of a specific hazardous product?,Finding a nontoxic product to use and adapting the art-making process as necessary,Reading the product's label and proceeding according to the label directions,Making sure no children are present when using the product,Checking with a qualified toxicologist before using the material,B,False,0.6412319,0.24721693,0.018084077,0.09346714
What children's storybook character believes that the sky is falling?,Chicken Little,Curious George,Jack Sprat,Tom Thumb,A,True,0.99981064,8.013242e-05,9.009531e-05,1.9144969e-05
Pop icon Tiny Tim was famous for playing what musical instrument?,ukulele,kazoo,accordion,fiddle,A,True,0.48072168,0.42093396,0.04667727,0.051667023
Which of the following is the highest level taxonomic rank?,Domain,Class,Phylum,Kingdom,A,True,0.9706981,0.0031875912,0.0013339864,0.024780244
When daylight-saving time arrives in the spring how do most Americans turn their clocks?,one hour forward,one hour backward,two hours forward,two hours backward,A,True,0.998713,0.0008422676,0.00021171445,0.00023297741
Which of these fashion designers was born in the United States?,Laura Ashley,Helmut Lang,Donna Karan,Christian Dior,C,True,0.0025296938,0.0026771126,0.99302363,0.0017694634
Who was on the $500 bill?,Calvin Coolidge,Andrew Jackson,Aaron Burr,William McKinley,D,False,0.85424274,0.081979185,0.015585003,0.04819308
For a man and woman on a date 'dutch treat' means what?,The man pays,The woman pays,The Dutch pay,Each pays their own way,D,False,0.9382033,0.0151646435,0.0065222317,0.040109888
What city's residents are known as 'Knickerbockers'?,Boston,Philadelphia,New York City,London,C,True,0.008578578,0.0025358228,0.9876831,0.0012025262
Which of these college football programs has produced the most Heisman Trophy winners?,Notre Dame,USC,Oklahoma,Michigan,A,False,0.13781807,0.8214661,0.03351094,0.007204909
What does a pH level measure?,acidity,density,wavelength,humidity,A,True,0.9994929,0.00031375018,0.00014676483,4.658928e-05
If a hertz is equal to one cylce per second how many cycles per second does a megahertz equal?,-328716,1000,1000000,1000000000,C,True,0.00069609086,0.003386362,0.9840052,0.011912267
"Every day was a happy day, and every night was peaceful. The sentence above can best be classified as",simple,compound,complex,compound-complex,B,False,0.112160966,0.26906016,0.17169443,0.44708446
Which of these holidays is not attached to a specific date?,Independence Day,New Year's Day,Thanksgiving,Christmas,C,True,0.10663818,0.03164556,0.6088848,0.2528314
Where is the Louvre museum?,Paris,Lyon,Geneva,Vichy,A,True,0.99980885,0.0001301946,3.6588837e-05,2.445482e-05
Which of the following guidance systems is principally a materials-handling device?,Escalator,Conveyor,Highway,Railroad,B,True,0.007413266,0.99009645,0.000942491,0.0015478468
"A preschool teacher is teaching students about a color wheel, which is an organization of hues around a circle. Red, yellow, and blue are examples of which of the following kinds of colors on the color wheel?",Complementary,Primary,Secondary,Tertiary,B,True,0.0002647481,0.9995964,0.0001082288,3.0676758e-05
A second-grade teacher has each student select a card at random that is marked with a three-digit number. Students then model their numbers with base ten blocks on a place value mat. Which of the following whole number concepts does the lesson best reinforce?,Comparing quantities,Describing quantities,Ordering quantities,Decomposing quantities,D,True,0.051747832,0.04077631,0.028802006,0.87867385
Which brand of cat food claims it's so tasty that 'cats ask for it by name'?,Fancy Feast,Cat Chow,Meow Mix,9-Lives,C,False,0.778815,0.01139488,0.1153092,0.09448098
In the phrase 'Y2K' what does 'K' stand for?,millennium,computer code,catastrophe,thousand,D,True,0.34312317,0.020525813,0.0052509136,0.6311001
What is the approximate speed of light?,165 miles per hour,122000 miles per hour,186000 miles per second,293000 miles per second,C,True,0.0026507599,0.032166973,0.9623495,0.0028327631
Which of these people was buried in the Valley of the Kings?,Louis XIV,Elvis Presley,Julius Caesar,King Tut,D,True,0.0012314107,0.001207593,0.0018341808,0.9957268
After Prince Charles who is next in line to be the king of England?,Prince William,Prince Andrew,Prince Edward,Fresh Prince,A,True,0.9691936,0.0069787554,0.022439873,0.0013876841
The disco band ABBA comes from what country?,Norway,Sweden,Switzerland,The Netherlands,B,True,0.00010208167,0.99971586,3.023428e-05,0.00015175351
When it's noon in New York during daylight-saving time what time is it in Honolulu?,6:00 AM,6:30 AM,7:00 AM,8:00 AM,A,False,0.15301017,0.040941536,0.6594736,0.14657477
"The total retail market value of all the goods and services produced in a nation, usually stated in annual terms, is the",ratio of profit to sales,current ratio,gross domestic product,trade surplus,C,True,0.0005151524,0.00016021138,0.999265,5.9516864e-05
What is the world’s most venomous fish?,Scorpion fish,Lion fish,Stonefish,Toadfish,C,True,0.2122081,0.032543167,0.7123041,0.04294461
What force causes an ice cream cone to fly off of a spinning merry-go-round?,centrifugal,Vehicular,Gravitational,Torsal,A,True,0.99297607,0.0004981024,0.005050345,0.0014754866
Which of these words is spelled correctly?,decieve,foriegn,hygiene,wierd,C,True,0.0010612365,0.0007733902,0.9973859,0.00077945594
The term 'chili con carne' refers to chili with what?,beans,meat,cheese,chili peppers,B,True,0.037936535,0.9263268,0.010954246,0.024782391
At what age can someone first attend an R-rated movie without an accompanying adult?,15,17,18,21,B,False,0.0038444982,0.03913259,0.9555319,0.0014908963
On TV's 'Seinfeld' what type of doctor did Mr Costanza go to when he sat on 'fusilli Jerry'?,ophthalmologist,cardiologist,neurologist,proctologist,D,True,0.0005854927,0.0005608677,0.00050275854,0.99835086
In the comic strip 'Peanuts' what is Schroeder known for doing?,Dancing,playing football,playing the piano,Flying an imaginary plane,C,True,0.045246907,0.0016099398,0.95242304,0.0007200096
How is the Arabic numeral for '2' written?,2,II,I,ii,A,False,0.0010907209,0.9955,0.0021438862,0.0012652584
What country gave us the fashionable headgear called the beret?,Switzerland,China,Mexico,France,D,True,0.0015109541,0.00053980056,0.0007717198,0.9971775
How many spikes are on the Statue of Liberty's crown?,five,seven,nine,thirteen,B,False,0.16373412,0.24293046,0.48124138,0.11209399
In a game with no wild cards what is the highest possible poker hand?,straight flush,royal flush,full house,four of a kind,B,False,0.8280456,0.09928301,0.012921751,0.059749566
Moderate and frequent irrigation is normally most appropriate for a corn crop growing in a,dispersed alluvial fan soil,"heavy-textured soil, such as silty clay","light-textured soil, such as loamy sand",region of low humidity,C,True,0.1047681,0.18531589,0.69664824,0.01326784
What is the capital of North Dakota?,Bismarck,Fargo,Sioux Falls,Pierre,A,True,0.99987113,0.00011412071,8.079318e-06,6.663737e-06
A fiscal policy to combat a recession would call for,an increase in taxes,an increase in government spending,a decrease in the reserve requirement,a decrease in the discount rate,B,True,0.023449412,0.66941744,0.053050887,0.2540822
An electric fence installed to keep both mature cattle and sheep in a field should have a wire placed at which of the following heights? I. 6 inches II. 18 inches III. 40 inches IV. 60 inches,I only,II only,II and III only,III and IV only,C,True,0.05222859,0.12334744,0.46188575,0.36253828
How much chicken excrement is produced in the United States every year?,4*10^10 kg,4*10^12 kg,4*10^14 kg,4*10^16 kg,A,False,0.057563893,0.18727592,0.50117636,0.2539838
According to the American Kennel Club what is the most popular breed Of dog in the US as of 1999?,Poodle,Beagle,German shepherd,Labrador retriever,D,True,0.0014495129,0.0018252125,0.0019890037,0.99473625
What singer appeared in the 1992 baseball film 'A League of Their Own'?,Brandy,Madonna,Garth Brooks,Whitney Houston,B,True,0.008204098,0.9860393,0.0018813271,0.003875341
How is the word 'ambulance' normally written on the front of American ambulances?,in French,in reverse,in braille,in gibberish,B,True,0.09932508,0.8316387,0.040130958,0.028905245
