0,1,2,3,4,5,/home/LAB/lishuo/jerry/DDKC/quan/llama3_8b_v2_correct,/home/LAB/lishuo/jerry/DDKC/quan/llama3_8b_v2_choiceA_probs,/home/LAB/lishuo/jerry/DDKC/quan/llama3_8b_v2_choiceB_probs,/home/LAB/lishuo/jerry/DDKC/quan/llama3_8b_v2_choiceC_probs,/home/LAB/lishuo/jerry/DDKC/quan/llama3_8b_v2_choiceD_probs
"When a cannonball is fired from a cannon, both the cannonball and the cannon experience equal",amounts of force,accelerations,Both,Neither,A,False,0.117503144,0.58290696,0.2586634,0.040926494
The nucleus of an electrically neutral iron atom contains 26 protons. The number of electrons this iron atom has is,52,26,24,None.,B,False,0.6851364,0.2405055,0.037905138,0.036453012
To say that a rose petal is red is to say that it,absorbs red,reflects red,emits red,transmits red,B,True,0.025142178,0.96582663,0.0053950637,0.0036362505
"Compared with a sound of 60 decibels, a sound of 80 decibels has an intensity",10 times greater,100 times greater,1000 times greater,more than 1000 times greater,B,False,0.12677698,0.26629826,0.5593663,0.047558513
"When red and blue light are overlapped, the color produced is",magenta,yellow,cyan,white,A,True,0.60150987,0.02453803,0.35360938,0.020342743
"When 100 J are put into a device that puts out 40 J of useful work, the efficiency of the device is",40%,50%,60%,140%,A,True,0.8855246,0.061931193,0.018740958,0.03380319
Shock waves are produced by waves of sound,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,True,0.017248685,0.018943973,0.17694888,0.78685844
A rock suspended by a weighing scale weighs 5 N out of water and 3 N when submerged in water. What is the buoyant force on the rock?,3 N,5 N,8 N,None of these,D,False,0.23018105,0.07414731,0.5877879,0.10788369
The work done on a 100-kg crate that is hoisted 2 m in a time of 4 s is,200 J,500 J,800 J,2000 J,D,False,0.13551217,0.3598272,0.37124935,0.13341124
A capacitor loses half its remaining charge every second. If after five seconds its charge is q what was its initial charge?,4q.,8q.,16q.,32q.,D,False,0.07245267,0.14075151,0.4301713,0.3566245
The mass of an atom comes mostly from its _ ; and its volume from its _.,nucleons; nucleons.,electrons; electrons.,electrons; nucleons.,nucleons; electrons.,D,True,0.19427025,0.007562157,0.059249073,0.73891854
The definition of magnetic inclination is the angle between,magnetic north and geographic north,magnetic north and geographic south,the earth’s magnetic field at any point and the vertical,the earth’s magnetic field at any point and the horizontal,D,False,0.26011783,0.00969948,0.71261925,0.01756349
The pitch of a sound is mostly related to its,intensity,frequency,amplitude,speed,B,True,0.0003379364,0.9995347,7.9177e-05,4.8211234e-05
"As more lamps are connected to a series circuit, the current in the power source",increases,decreases,remains the same,None of these,B,True,0.34300232,0.56995064,0.04377853,0.043268494
"When an element ejects an alpha particle, the mass number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,B,False,0.7290651,0.24042015,0.014780749,0.015734024
An electron can be speeded up by,an electric field,a magnetic field,Both of these,Neither of these,A,False,0.06504656,0.014858034,0.91923404,0.0008614696
"A certain element emits 1 alpha particle, and its products then emit 2 beta particles in succession. The atomic number of the resulting element is changed by",zero,minus 1,minus 2,plus 1,A,False,0.036813293,0.23633115,0.24193557,0.48492002
"When an object is set vibrating by a wave that has a matching frequency, what occurs is",forced vibration,resonance,refraction,amplitude reduction,B,True,0.0023129222,0.9971667,0.00024094008,0.00027949535
The red glow in the neon tube of an advertising sign is a result of,fluorescence,incandescence,de-excitation,polarization,C,True,0.23625802,0.05927052,0.69984716,0.0046243262
"At very high speeds, an object appears to an observer at rest to be",shorter in the direction of travel.,shrunken in all directions.,shorter in the direction perpendicular to travel.,longer in all directions.,A,True,0.8552865,0.021579612,0.07075683,0.052377008
"When a wave moves from shallow water to deep water, the","frequency decreases, the wavelength increases, and the speed increases","frequency does not change, the wavelength increases, and the speed increases","frequency does not change, the wavelength decreases, and the speed decreases","frequency does not change, the wavelength increases, and the speed decreases",B,False,0.11422457,0.35737702,0.10400265,0.42439574
When you drop a ball from rest it accelerates downward at 9.8 m/s^2. If you instead throw it downward assuming no air resistance its acceleration immediately after leaving your hand is,9.8 m/s2,more than 9.8 m/s2,less than 9.8 m/s2,Cannot say unless the speed of throw is given.,A,True,0.34059948,0.1608878,0.24341547,0.2550972
Carbon-14 is primarily produced by cosmic radiation in the,atmosphere,food we eat,Earth’s interior,fallout of nuclear bomb tests,A,True,0.9418725,0.0071213995,0.009945186,0.041060947
Chain reactions in a fission reactor are caused by,kinetic energy,energy conversion,mass conversion,ejected neutrons,D,True,0.00049481244,0.0009353283,0.00052467163,0.9980452
Satellites in circular Earth orbit maintain a constant speed because gravitational force on them is,zero,practically zero,appreciably weaker than at Earth’s surface,without a component of force along their circular path,D,True,0.004133665,0.006841935,0.0048327437,0.98419166
The complementary color of blue is,magenta,yellow,cyan,white,B,True,0.32757953,0.59316987,0.06947379,0.009776799
"The difference between dc and ac in electric circuits is that in dc, charges flow",steadily in one direction,in one direction,to and fro,All of these,B,False,0.7148473,0.024175756,0.015854847,0.24512212
To receive an electric shock there must be a,current in one direction.,presence of moisture.,high voltage and low body resistance.,voltage difference across part or all of your body.,D,True,0.0036392398,0.0031494994,0.007525801,0.98568547
A karate chop delivers a force of 3000 N to a board that breaks. The force that the board exerts on the hand during this event is,less than 3000 N,3000 N,greater than 3000 N,Need more information,B,False,0.6303485,0.11479499,0.20624924,0.048607256
Find the speed of a wave by multiplying its frequency by its,period,wavelength,amplitude,None of these,B,True,0.12190164,0.87302524,0.0019060087,0.0031671238
The magnitude of the gravitational force on a satellite is constant if the orbit is,parabolic,circular,elliptical,All of these,B,True,0.005752502,0.90173656,0.011849565,0.080661386
The impulse–momentum relationship is a direct result of Newton’s,first law,second law,third law,law of gravity,B,True,0.0007248941,0.9931946,0.0060458016,3.4707755e-05
A common nuclear fission reactor,heats water,generates electricity directly,gets energy from nothing,is a major polluter of the atmosphere,A,True,0.911702,0.04927143,0.0068396395,0.03218702
The process of boiling water tends to,warm the water,cool the water,Both,Neither,B,False,0.39178452,0.20484929,0.100618586,0.3027476
"When you scale up an object to 3 times its linear size, the surface area increases by",3 and the volume by 9.,3 and the volume by 27.,9 and the volume by 27.,4 and the volume by 8.,C,False,0.03540329,0.7110941,0.22201441,0.031488337
"If you change the magnetic field in a closed loop of wire, what is created in the loop is a(n)",current,voltage,electric field,All of these,D,False,0.20326374,0.5482283,0.014552832,0.23395513
Clocks on a fast-moving spaceship whizzing past Earth appear to run slow when viewed from,inside the spaceship.,Earth.,Both of these.,Neither of these.,B,True,0.038939364,0.9287881,0.027937626,0.0043348763
The model of light most supported by the photoelectric effect is the,wave model,particle model,Both of these,Neither of these,B,True,0.086234644,0.8915928,0.01711379,0.0050588264
"Compared with a fundamental tone, the frequency of its second harmonic is",half as much,twice as much,the same,four times as much,B,True,0.009975034,0.98617655,0.0029313879,0.0009170132
A string is plucked producing four loops (antinodes). The length of the string is 12.00 m. The wavelength of the wave must be,48.0 m,24.0 m,6.00 m,3.00 m,C,False,0.31033954,0.30079138,0.25329176,0.1355773
"During the time an aircraft produces a sonic boom, the aircraft is",breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,All of these,C,False,0.5105923,0.04426786,0.27544388,0.16969605
The principal source of Earth’s internal energy is,tidal friction,gravitational pressure,radioactivity,geothermal heat,C,False,0.19537513,0.45426077,0.059353743,0.29101038
"When you brush your hair and scrape electrons from your hair, the charge of your hair becomes",positive,negative,Both of these,Neither of these,A,True,0.56343967,0.39028326,0.024852702,0.021424368
Astrophysicists are able to identify the elements in the outer layers of a star by studying its,Doppler effect.,molecular structure.,temperature.,spectrum.,D,True,0.0006284615,0.0002734841,0.00023947068,0.9988586
Relativistic equations for time dilation length contraction and relativistic momentum and energy hold true,at speeds near that of light.,at everyday low speeds.,at all speeds.,only approximately.,C,True,0.22669576,0.04292895,0.6874464,0.04292895
"In his special theory of relativity, Einstein stated that the laws of physics are",different in different situations.,common sense applied to microscopic and macroscopic things.,the same in all frames of reference.,the same in all uniformly moving frames of reference.,D,True,0.004356271,0.0024057613,0.15000655,0.84323144
"When an element ejects a beta particle, the atomic number of that element",reduces by 1,increases by 1,reduces by 2,increases by 2,B,False,0.8834081,0.109711014,0.0033194628,0.0035612634
The amount of heat transferred to a system can be measured in,calories,joules,Either,Neither,C,False,0.028424934,0.7957602,0.1668004,0.009014453
"Compared with the sound you hear from the siren of a stationary fire engine, its sound when it approaches you has an increased",speed,frequency,Both of these,Neither of these,B,True,0.110812515,0.7455258,0.07267262,0.07098916
Light reflecting from a smooth surface undergoes a change in,frequency.,wavelength.,All of these.,None of these.,D,False,0.0998906,0.44419473,0.08477605,0.3711386
What Einstein discovered about space and time is that they,are separate entities.,are parts of one whole.,follow an inverse-square law.,are special to space travelers.,B,True,0.0047283676,0.98962885,0.0021563645,0.0034864796
All parts of a laser beam have the same,frequency,phase,speed,All of these,D,True,0.07519632,0.12891649,0.012323507,0.7835637
The rotational inertia of an object is greater when most of the mass is located,near the rotational axis,away from the axis,on the rotational axis,off center,B,True,0.29689652,0.5590261,0.028715763,0.115361564
"When small pieces of material are assembled into a larger piece, the combined surface area",greatly increases,slightly increases,decreases,is unchanged,C,False,0.7168991,0.16895334,0.07615323,0.03799426
A rainbow is the result of light in raindrops that undergoes,internal reflection,dispersion,refraction,All of these,D,True,0.0037588356,0.002927384,0.0026968326,0.990617
"In the atomic nucleus, electrical forces tend to",hold particles together,push particles apart,produce orbital motion,charge particles,B,False,0.872306,0.109181896,0.005674509,0.012837753
The fact that the acceleration of free fall is the same for all masses is explained by Newton’s,first law,second law,third law,law of action–reaction,B,True,0.05512081,0.87581277,0.06648839,0.0025780345
"Compared with radiation from the Sun, terrestrial radiation has a lower",wavelength,frequency,Both,Neither,B,False,0.5944677,0.12756217,0.08497473,0.1929954
"When we speak of time dilation, we mean that time",compresses with speed.,stretches with speed.,is a constant at all speeds.,is related to space.,B,True,0.07244275,0.92488694,0.0018135685,0.00085666915
The magnetic field lines about a current-carrying wire form,circles,radial lines,eddy currents,energy loops,A,True,0.9637019,0.020157866,0.0027121322,0.013428032
An inflated balloon with a heavy rock tied to it is dropped into a deep lake. As the balloon sinks deeper and deeper the buoyant force acting on it,increases.,decreases.,remains largely unchanged.,Need more information.,B,True,0.1245183,0.8377357,0.027034368,0.010711604
"A radioactive sample has a half-life of 1 hour. If we start with 1.000 gram of it at noon, how much remains at 3:00 pm?",0.50 g,0.25 g,0.125 g,0.0625 g,C,True,0.070773564,0.24510166,0.35941783,0.32470694
Boiling and freezing occur when water is subjected to,decreased temperatures,decreased atmospheric pressure,increased temperatures,increased atmospheric pressure,B,False,0.039597876,0.03705374,0.8078695,0.115478925
"When you bend the branch of a tree by hanging on its end, the top side of the branch is under",tension.,compression.,Both.,Neither.,A,True,0.52027595,0.4313239,0.03681561,0.011584544
A simple and correct way to comprehend satellites orbiting Earth is to view them as,balanced between gravitational and centripetal forces.,beyond the main pull of Earth gravity.,in mechanical equilibrium with a net force of zero.,having sufficient tangential velocities to fall around rather than into Earth.,D,False,0.7767657,0.035212066,0.031440835,0.15658145
